symbol,name,underlyingIndexName,legacyAssetClass,assetClass,legacySectorCode,sectorCode,region,stockSectorCode,rotationSource,marketSource,peerGroup,basis,confidence
0008T0,SOL 화장품TOP3플러스,FnGuide 화장품TOP3 플러스 지수(PR),equity,equity,HEALTH_SVC,HEALTH_SVC,KR,HEALTH_SVC,domestic_stock_sector,domestic_stock_sector,KR:HEALTH_SVC,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0023A0,SOL 미국양자컴퓨팅TOP10,KEDI 미국양자컴퓨팅 TOP10(PR),equity,equity,MARKET_IDX,MULTI_TECH,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
0043B0,TIGER 머니마켓액티브,KIS-미래에셋 MMF지수,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0051G0,SOL 미국원자력SMR,KEDI 미국원자력 SMR 지수(PR),equity,equity,ENERGY,ENERGY,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0052D0,TIGER 코리아배당다우존스,Dow Jones Korea Dividend 30 지수 (Price Return),equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0053L0,TIGER 차이나휴머노이드로봇,Mirae Asset China Humanoid Robot 지수(PR),equity,equity,SHIP_DEF,SHIP_DEF,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0072R0,TIGER KRX금현물,KRX 금현물지수,commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,KR,,excluded_nonplain_equity,not_researched,KR:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0080G0,KODEX 방산TOP10,iSelect 방산 TOP10 지수(Price Return),equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0091P0,TIGER 코리아원자력,iSelect 코리아 원자력 지수 (Price Return),equity,equity,ENERGY,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0105D0,SOL 한국AI소프트웨어,KEDI 한국AI소프트웨어 지수(PR),equity,equity,SOFTWARE,SOFTWARE,KR,SOFTWARE,domestic_stock_sector,domestic_stock_sector,KR:SOFTWARE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0117V0,TIGER 코리아AI전력기기TOP3플러스,KEDI 코리아AI전력기기TOP3플러스 지수,equity,equity,SHIP_DEF,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
0148J0,TIGER 코리아휴머노이드로봇산업,KEDI 코리아 휴머노이드로봇산업 지수 (PR),equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0162Z0,RISE 삼성전자SK하이닉스채권혼합50,KAP 삼성전자SK하이닉스채권혼합50 지수,mixed,mixed,MARKET_IDX,MULTI_ASSET,KR,,excluded_nonplain_equity,not_researched,KR:MULTI_ASSET,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0167A0,SOL AI반도체TOP2플러스,FnGuide AI반도체 TOP2 플러스 지수(PR),equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0173Y0,KODEX 미국AI광통신네트워크,Akros 미국 AI 광통신 및 네트워크 인프라 지수(PR),reit_infra,equity,TELCO_MEDIA,IT_HW,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:IT_HW,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,Wise 삼성전자 SK하이닉스 채권혼합 지수,mixed,mixed,MARKET_IDX,MULTI_ASSET,KR,,excluded_nonplain_equity,not_researched,KR:MULTI_ASSET,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0177R0,TIGER 반도체TOP10커버드콜액티브,FnGuide 반도체 TOP10 Capped 지수(Price Return),option_overlay,option_overlay,SEMI,SEMI,KR,SEMI,excluded_nonplain_equity,not_researched,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0182R0,1Q K반도체TOP2+,NICE K반도체 TOP2 MAX+ 지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0183J0,TIGER 미국우주테크,Akros U.S. Space Tech 지수(PR),equity,equity,SHIP_DEF,SHIP_DEF,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0193T0,KODEX SK하이닉스단일종목레버리지,KRX SK하이닉스 지수,leveraged_inverse,leveraged_inverse,SEMI,SEMI,KR,SEMI,excluded_nonplain_equity,not_researched,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0193W0,KODEX 삼성전자단일종목레버리지,KRX 삼성전자 지수,leveraged_inverse,leveraged_inverse,SEMI,SEMI,KR,SEMI,excluded_nonplain_equity,not_researched,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0195R0,TIGER 삼성전자단일종목레버리지,KRX 삼성전자 지수,leveraged_inverse,leveraged_inverse,SEMI,SEMI,KR,SEMI,excluded_nonplain_equity,not_researched,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0195S0,TIGER SK하이닉스단일종목레버리지,KRX SK하이닉스 지수,leveraged_inverse,leveraged_inverse,SEMI,SEMI,KR,SEMI,excluded_nonplain_equity,not_researched,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0197X0,SOL SK하이닉스선물단일종목인버스2X,KRX SK하이닉스 선물 지수,leveraged_inverse,leveraged_inverse,MARKET_IDX,SEMI,KR,SEMI,excluded_nonplain_equity,not_researched,KR:SEMI,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
0210A0,ACE K반도체TOP2+,KRX K-AI 반도체TOP2+ 지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
0219E0,KODEX 200커버드콜액티브,코스피 200 커버드콜 5% OTM,option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
069500,KODEX 200,코스피 200,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
069660,KIWOOM 200,코스피 200,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
091160,KODEX 반도체,KRX 반도체,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
091170,KODEX 은행,KRX 은행,equity,equity,FINANCE,FINANCE,KR,FINANCE,domestic_stock_sector,domestic_stock_sector,KR:FINANCE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
091180,KODEX 자동차,KRX 자동차,equity,equity,AUTO,AUTO,KR,AUTO,domestic_stock_sector,domestic_stock_sector,KR:AUTO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
091220,TIGER 은행,KRX 은행,equity,equity,FINANCE,FINANCE,KR,FINANCE,domestic_stock_sector,domestic_stock_sector,KR:FINANCE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
091230,TIGER 반도체,KRX 반도체,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
099140,KODEX 차이나H,Hang Seng China H,equity,equity,ETC,MARKET_IDX,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
101280,KODEX 일본TOPIX100,TOPIX100,equity,equity,ETC,MARKET_IDX,JP,,not_applicable_no_compatible_stock_sector,own_underlying_regime,JP:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
102110,TIGER 200,코스피 200,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
102780,KODEX 삼성그룹,삼성그룹,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
102960,KODEX 기계장비,KRX 기계장비,equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
102970,KODEX 증권,KRX 증권,equity,equity,FINANCE,FINANCE,KR,FINANCE,domestic_stock_sector,domestic_stock_sector,KR:FINANCE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
104520,KIWOOM 블루칩,MKF 블루칩,equity,equity,ETC,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
105190,ACE 200,코스피 200,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
105780,RISE 5대그룹주,MKF 5대그룹주,equity,equity,ETC,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
108450,ACE 삼성그룹섹터가중,MKF SAMs SW,equity,equity,ETC,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
108590,TREX 200,코스피 200,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
114100,RISE 국고채3년,KTB INDEX(시장가격),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
114260,KODEX 국고채3년,MKF 국고채지수(총수익),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
114470,KIWOOM 국고채3년,KTB INDEX(시장가격),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
114800,KODEX 인버스,코스피 200 선물지수,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
114820,TIGER 국채3년,KTB INDEX(시장가격),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
117460,KODEX 에너지화학,KRX 에너지화학,equity,equity,ENERGY,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
117680,KODEX 철강,KRX 철강,equity,equity,CHEM_STEEL,CHEM_STEEL,KR,CHEM_STEEL,domestic_stock_sector,domestic_stock_sector,KR:CHEM_STEEL,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
117700,KODEX 건설,KRX 건설,equity,equity,CONSTRUCT,CONSTRUCT,KR,CONSTRUCT,domestic_stock_sector,domestic_stock_sector,KR:CONSTRUCT,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
122090,PLUS 코스피50,코스피 50,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
122260,KIWOOM 통안채1년,MK 통안채지수(총수익),bond_cash,bond_cash,ETC,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
122630,KODEX 레버리지,코스피 200,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
123310,TIGER 인버스,코스피 200 선물지수,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
123320,TIGER 레버리지,코스피 200,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
130680,TIGER 원유선물Enhanced(H),S&P GSCI Crude Oil Enhanced Index ER,commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,US,,excluded_nonplain_equity,not_researched,US:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
130730,KIWOOM 단기자금,MK 머니마켓 지수(총수익),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
132030,KODEX 골드선물(H),S&P GSCI Gold Index(TR),commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,US,,excluded_nonplain_equity,not_researched,US:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
133690,TIGER 미국나스닥100,NASDAQ 100,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
136340,RISE 중기우량회사채,KOBI 크레딧 지수(총수익),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
137610,TIGER 농산물선물Enhanced(H),S&P GSCI Agriculture Enhanced Index(ER),commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,US,,excluded_nonplain_equity,not_researched,US:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
138230,KIWOOM 미국달러선물,미국달러선물지수,commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,US,,excluded_nonplain_equity,not_researched,US:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
138540,TIGER 현대차그룹플러스,MKF 현대차그룹+ FW,equity,equity,AUTO,AUTO,KR,AUTO,domestic_stock_sector,domestic_stock_sector,KR:AUTO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
139220,TIGER 200 건설,코스피 200 건설,equity,equity,CONSTRUCT,CONSTRUCT,KR,CONSTRUCT,domestic_stock_sector,domestic_stock_sector,KR:CONSTRUCT,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
139230,TIGER 200 중공업,코스피 200 중공업,equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
139240,TIGER 200 철강소재,코스피 200 철강/소재,equity,equity,CHEM_STEEL,CHEM_STEEL,KR,CHEM_STEEL,domestic_stock_sector,domestic_stock_sector,KR:CHEM_STEEL,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
139250,TIGER 200 에너지화학,코스피 200 에너지/화학,equity,equity,ENERGY,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
139260,TIGER 200 IT,코스피 200 정보기술,equity,equity,MARKET_IDX,IT_HW,KR,IT_HW,domestic_stock_sector,domestic_stock_sector,KR:IT_HW,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
139270,TIGER 200 금융,코스피 200 금융,equity,equity,FINANCE,FINANCE,KR,FINANCE,domestic_stock_sector,domestic_stock_sector,KR:FINANCE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
139280,TIGER 경기방어,코스피 200 경기방어소비재,equity,equity,ETC,CONSUMER,KR,CONSUMER,domestic_stock_sector,domestic_stock_sector,KR:CONSUMER,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
139290,TIGER 200 경기소비재,코스피 200 경기소비재,equity,equity,CONSUMER,CONSUMER,KR,CONSUMER,domestic_stock_sector,domestic_stock_sector,KR:CONSUMER,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
139660,KIWOOM 미국달러선물인버스,미국달러선물지수,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
140700,KODEX 보험,KRX 보험,equity,equity,FINANCE,FINANCE,KR,FINANCE,domestic_stock_sector,domestic_stock_sector,KR:FINANCE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
140710,KODEX 운송,KRX 운송,equity,equity,CONSTRUCT,CONSTRUCT,KR,CONSTRUCT,domestic_stock_sector,domestic_stock_sector,KR:CONSTRUCT,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
140950,파워 코스피100,코스피 100,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
143850,TIGER 미국S&P500선물(H),S&P 500 Futures Index(ER),equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
143860,TIGER 헬스케어,KRX 헬스케어,equity,equity,BIO,BIO,KR,BIO,domestic_stock_sector,domestic_stock_sector,KR:BIO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
144600,KODEX 은선물(H),S&P GSCI Silver Index(TR),commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,US,,excluded_nonplain_equity,not_researched,US:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
145670,ACE 인버스,코스피 200 선물지수,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
147970,TIGER 모멘텀,FnGuide 모멘텀 지수,equity,equity,ETC,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
148020,RISE 200,코스피 200,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
148070,KIWOOM 국고채10년,KIS 10년 국고채 지수 (총수익),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
150460,TIGER 중국소비테마,FnGuide 중국내수테마 지수,equity,equity,ETC,CONSUMER,KR_EXPOSURE_UNVERIFIED,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR_EXPOSURE_UNVERIFIED:CONSUMER,symbol_override_from_name_index,exposure_verification_pending
152100,PLUS 200,코스피 200,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
152380,KODEX 국채선물10년,10년국채선물지수,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
152500,ACE 레버리지,코스피 200,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
152870,파워 200,코스피 200,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
153130,KODEX 단기채권,KRW Cash 지수(총수익),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
153270,KIWOOM 코스피100,코스피 100,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
156080,KODEX MSCI Korea,MSCI Korea Index,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
157450,TIGER 단기통안채,KIS MSB 6M(총수익),bond_cash,bond_cash,ETC,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
157490,TIGER 소프트웨어,FnGuide 소프트웨어 지수,equity,equity,SOFTWARE,SOFTWARE,KR,SOFTWARE,domestic_stock_sector,domestic_stock_sector,KR:SOFTWARE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
157500,TIGER 증권,FnGuide 증권 지수,equity,equity,FINANCE,FINANCE,KR,FINANCE,domestic_stock_sector,domestic_stock_sector,KR:FINANCE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
161510,PLUS 고배당주,FnGuide 배당주 지수,equity,equity,MARKET_IDX,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
168580,ACE 중국본토CSI300,CSI 300 Index,equity,equity,ETC,MARKET_IDX,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
169950,KODEX 차이나A50,FTSE China A50 Index,equity,equity,ETC,MARKET_IDX,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
174350,TIGER 로우볼,FnGuide Low Vol 지수,equity,equity,ETC,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
174360,RISE 중국본토대형주CSI100,CSI A100,equity,equity,MARKET_IDX,MARKET_IDX,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
176950,KODEX 국채선물10년인버스,10년국채선물지수,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
182480,TIGER 미국MSCI리츠(합성 H),MSCI US REIT Index,reit_infra,reit_infra,MARKET_IDX,REIT,US,,excluded_nonplain_equity,not_researched,US:REIT,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
182490,TIGER 단기선진하이일드(합성 H),iBoxx USD Liquid High Yield 0-5 year Index,bond_cash,bond_cash,ETC,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
183700,RISE 200채권혼합50,코스피 200 KTB 혼합지수,mixed,mixed,MARKET_IDX,MULTI_ASSET,KR,,excluded_nonplain_equity,not_researched,KR:MULTI_ASSET,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
185680,KODEX 미국S&P바이오(합성),S&P Biotechnology Select Industry Index,equity,equity,BIO,BIO,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:BIO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
190620,ACE 단기통안채,KIS MSB 단기지수(총수익),bond_cash,bond_cash,ETC,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
192090,TIGER 차이나CSI300,CSI 300 Index,equity,equity,ETC,MARKET_IDX,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
195920,TIGER 일본TOPIX(합성 H),TOPIX,equity,equity,ETC,MARKET_IDX,JP,,not_applicable_no_compatible_stock_sector,own_underlying_regime,JP:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
195930,TIGER 유로스탁스50(합성 H),EURO STOXX 50 Index,equity,equity,ETC,MARKET_IDX,EU,,not_applicable_no_compatible_stock_sector,own_underlying_regime,EU:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
196030,ACE 일본TOPIX레버리지(H),TOPIX,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,JP,,excluded_nonplain_equity,not_researched,JP:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
196230,RISE 단기통안채,KIS 통안채 5개월 지수(총수익),bond_cash,bond_cash,ETC,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
200250,KIWOOM 인도Nifty50(합성),Nifty 50 Index,equity,equity,ETC,MARKET_IDX,IN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,IN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
203780,TIGER 미국나스닥바이오,NASDAQ Biotechnology 지수(시장가격지수),equity,equity,BIO,BIO,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:BIO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
204450,KODEX 차이나H레버리지(H),Hang Seng China H,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,CN,,excluded_nonplain_equity,not_researched,CN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
