symbol,sectorCode,mapMethod,confidenceGrade
ROKU,TELCO_MEDIA,EXPLICIT,A
RTB,SOFTWARE,RULE,B
RYOJ,CHEM_STEEL,ML_NAME_IMPUTED,C3
SEV,AUTO,RULE,B
SGHT,BIO,ML_NAME_IMPUTED,C1
RSSS,IT_HW,RULE,B
SAMG,FINANCE,RULE,B
SFWL,SOFTWARE,ML_NAME_IMPUTED,C3
SFD,CONSUMER,RULE,B
SDST,ENERGY,RULE,B
SEED,IT_HW,ML_NAME_IMPUTED,C3
SEER,SOFTWARE,ML_NAME_IMPUTED,C2
SFM,FINANCE,ML_NAME_IMPUTED,C3
RUN,CONSUMER,ML_NAME_IMPUTED,C3
RUM,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SGA,TELCO_MEDIA,RULE,B
SGC,CONSUMER,ML_NAME_IMPUTED,C2
SEDG,ENERGY,RULE,B
SGP,BIO,RULE,B
SCSC,ENERGY,ML_NAME_IMPUTED,C3
SHC,HEALTH_SVC,RULE,B
SEGG,TELCO_MEDIA,RULE,B
SBAC,TELCO_MEDIA,RULE,B
SBRA,HEALTH_SVC,RULE,B
RSVR,TELCO_MEDIA,RULE,B
RRBI,FINANCE,RULE,B
SANG,IT_HW,RULE,B
SANA,BIO,RULE,B
SANM,IT_HW,EXPLICIT,A
SEVN,FINANCE,RULE,B
SFHG,CONSUMER,ML_NAME_IMPUTED,C3
ROMA,FINANCE,RULE,B
ROOT,CONSUMER,ML_NAME_IMPUTED,C3
SGLY,IT_HW,RULE,B
SEIC,CONSUMER,ML_NAME_IMPUTED,C3
RXT,IT_HW,RULE,B
RPAY,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SBCF,FINANCE,ML_NAME_IMPUTED,C3
SGML,BATTERY,RULE,B
RREV,FINANCE,RULE,B
SDGR,SHIP_DEF,ML_NAME_IMPUTED,C3
SGMT,BIO,RULE,B
SFIX,SOFTWARE,ML_NAME_IMPUTED,C2
RYM,CONSUMER,ML_NAME_IMPUTED,C3
SCTX,BIO,RULE,B
RVMD,BIO,RULE,B
RXST,SOFTWARE,ML_NAME_IMPUTED,C3
ROAD,CONSTRUCT,EXPLICIT,A
SCWO,SHIP_DEF,ML_NAME_IMPUTED,C3
RYET,IT_HW,RULE,B
SBUX,CONSUMER,EXPLICIT,A
SBET,TELCO_MEDIA,RULE,B
RWAY,FINANCE,RULE,B
RPRX,BIO,RULE,B
SEZL,SEMI,ML_NAME_IMPUTED,C3
RYTM,BIO,RULE,B
RXRX,BIO,RULE,B
SABR,CHEM_STEEL,ML_NAME_IMPUTED,C3
SABS,BIO,RULE,B
RRGB,FINANCE,ML_NAME_IMPUTED,C3
ROCK,SHIP_DEF,RULE,B
SCYX,SEMI,ML_NAME_IMPUTED,C3
RNAQ,FINANCE,RULE,B
RNAZ,BIO,RULE,B
SBGI,SOFTWARE,ML_NAME_IMPUTED,C2
SATL,SOFTWARE,ML_NAME_IMPUTED,C2
SHAZ,SOFTWARE,ML_NAME_IMPUTED,C3
SELF,CONSUMER,ML_NAME_IMPUTED,C3
SENEA,CONSUMER,RULE,B
SENEB,CONSUMER,RULE,B
SFNC,CONSTRUCT,ML_NAME_IMPUTED,C3
SBFM,BIO,RULE,B
SCHL,CHEM_STEEL,ML_NAME_IMPUTED,C3
SBFG,FINANCE,RULE,B
RNAC,BIO,RULE,B
ROST,CONSUMER,EXPLICIT,A
SHBI,FINANCE,RULE,B
RPGL,ENERGY,RULE,B
SAFX,SOFTWARE,ML_NAME_IMPUTED,C3
SHEN,TELCO_MEDIA,RULE,B
RNW,ENERGY,RULE,B
SAGT,SOFTWARE,ML_NAME_IMPUTED,C3
SCKT,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SCZM,CHEM_STEEL,RULE,B
ROC,CHEM_STEEL,ML_NAME_IMPUTED,C3
SENS,HEALTH_SVC,ML_NAME_IMPUTED,C3
ROP,IT_HW,RULE,B
RVSB,FINANCE,RULE,B
RVSN,SOFTWARE,ML_NAME_IMPUTED,C3
SAFT,FINANCE,RULE,B
SGRX,SOFTWARE,ML_NAME_IMPUTED,C2
SGRY,HEALTH_SVC,RULE,B
SAIA,CONSTRUCT,EXPLICIT,A
RUSHB,BATTERY,ML_NAME_IMPUTED,C1
RTAC,FINANCE,RULE,B
RUSHA,BATTERY,ML_NAME_IMPUTED,C1
SHFS,SOFTWARE,ML_NAME_IMPUTED,C2
RPD,SEMI,ML_NAME_IMPUTED,C3
SAIH,SOFTWARE,ML_NAME_IMPUTED,C3
SAIC,CONSUMER,ML_NAME_IMPUTED,C3
SDOT,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SFST,FINANCE,RULE,B
SBC,HEALTH_SVC,RULE,B
SAIL,SOFTWARE,ML_NAME_IMPUTED,C3
RNTX,BIO,RULE,B
RUBI,SEMI,ML_NAME_IMPUTED,C3
SFBC,FINANCE,RULE,B
RZLV,SOFTWARE,RULE,B
RZLT,IT_HW,ML_NAME_IMPUTED,C3
SEPN,SEMI,ML_NAME_IMPUTED,C3
SCLX,CONSUMER,ML_NAME_IMPUTED,C3
RPID,SEMI,ML_NAME_IMPUTED,C3
SNDK,CHEM_STEEL,ML_NAME_IMPUTED,C3
SNDL,CHEM_STEEL,ML_NAME_IMPUTED,C3
SPHL,SEMI,ML_NAME_IMPUTED,C3
SNDX,BIO,RULE,B
SOWG,CONSUMER,ML_NAME_IMPUTED,C3
SMSI,SOFTWARE,RULE,B
SLAB,SEMI,RULE,B
SNTG,SOFTWARE,ML_NAME_IMPUTED,C2
SNTI,BIO,RULE,B
SOFI,IT_HW,RULE,B
SMBC,FINANCE,RULE,B
SLBT,BIO,ML_NAME_IMPUTED,C3
SJ,CHEM_STEEL,ML_NAME_IMPUTED,C3
SNWV,HEALTH_SVC,RULE,B
SNFCA,FINANCE,RULE,B
SMCI,IT_HW,EXPLICIT,A
SNEX,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SMTI,HEALTH_SVC,RULE,B
SILC,SEMI,ML_NAME_IMPUTED,C3
SLRC,FINANCE,ML_NAME_IMPUTED,C2
SMTC,SEMI,ML_NAME_IMPUTED,C3
SNES,CONSUMER,ML_NAME_IMPUTED,C3
SMTK,CONSUMER,ML_NAME_IMPUTED,C3
SILO,BIO,RULE,B
SSBI,FINANCE,RULE,B
SLDP,BATTERY,EXPLICIT,A
SRPT,BIO,EXPLICIT,A
SHMD,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SION,BIO,RULE,B
SNGX,CONSUMER,ML_NAME_IMPUTED,C3
SLDB,BIO,RULE,B
SHLS,IT_HW,RULE,B
SINT,IT_HW,RULE,B
SLDE,FINANCE,RULE,B
SOLS,CHEM_STEEL,RULE,B
SHOE,CONSTRUCT,ML_NAME_IMPUTED,C3
SRBK,FINANCE,RULE,B
SHOP,SOFTWARE,EXPLICIT,A
SLGB,CONSTRUCT,RULE,B
SHOO,SEMI,ML_NAME_IMPUTED,C3
SMID,CONSTRUCT,ML_NAME_IMPUTED,C3
SLGL,IT_HW,RULE,B
SHOT,SOFTWARE,ML_NAME_IMPUTED,C3
SPOK,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SRAD,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SMXT,ENERGY,RULE,B
SKK,SOFTWARE,ML_NAME_IMPUTED,C3
SRRK,CONSUMER,ML_NAME_IMPUTED,C3
SKWD,FINANCE,RULE,B
SIBN,SEMI,ML_NAME_IMPUTED,C3
SLE,IT_HW,ML_NAME_IMPUTED,C3
SLM,CHEM_STEEL,ML_NAME_IMPUTED,C3
SLP,CONSUMER,ML_NAME_IMPUTED,C3
SLS,BIO,RULE,B
SRCE,ENERGY,ML_NAME_IMPUTED,C3
SLXN,BIO,RULE,B
SRTA,HEALTH_SVC,RULE,B
SHPH,BIO,RULE,B
SIRI,TELCO_MEDIA,EXPLICIT,A
SRTS,HEALTH_SVC,RULE,B
SONO,CONSUMER,ML_NAME_IMPUTED,C3
SONM,IT_HW,RULE,B
SMX,SHIP_DEF,ML_NAME_IMPUTED,C3
SPPL,IT_HW,ML_NAME_IMPUTED,C3
SIDU,SHIP_DEF,ML_NAME_IMPUTED,C3
SKYE,BIO,RULE,B
SPRY,BIO,RULE,B
SKYA,SEMI,ML_NAME_IMPUTED,C3
SND,CONSTRUCT,ML_NAME_IMPUTED,C3
SNOA,BIO,RULE,B
SPSC,FINANCE,ML_NAME_IMPUTED,C3
SKYW,SEMI,ML_NAME_IMPUTED,C2
SKYX,SOFTWARE,RULE,B
SIEB,FINANCE,RULE,B
SKYQ,SOFTWARE,ML_NAME_IMPUTED,C3
SNT,IT_HW,RULE,B
SPCB,SEMI,ML_NAME_IMPUTED,C3
SKIN,HEALTH_SVC,RULE,B
SPAI,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SPRC,SOFTWARE,ML_NAME_IMPUTED,C3
SITM,SEMI,EXPLICIT,A
SPRB,BIO,RULE,B
SOPH,BIO,RULE,B
SPRO,BIO,RULE,B
SPTX,BIO,RULE,B
SQFT,FINANCE,RULE,B
SIGA,IT_HW,RULE,B
SPT,SOFTWARE,ML_NAME_IMPUTED,C2
SIGI,FINANCE,RULE,B
SSII,CONSUMER,ML_NAME_IMPUTED,C3
SMMT,BIO,RULE,B
SORA,IT_HW,ML_NAME_IMPUTED,C3
SPCX,IT_HW,RULE,B
SNPS,SEMI,ML_NAME_IMPUTED,C3
SPFI,FINANCE,RULE,B
SPWH,CONSUMER,ML_NAME_IMPUTED,C3
SOUN,SOFTWARE,RULE,B
SPWR,ENERGY,RULE,B
SNAL,SOFTWARE,ML_NAME_IMPUTED,C1
SLMT,SOFTWARE,ML_NAME_IMPUTED,C3
SMPL,CONSUMER,RULE,B
SLNG,IT_HW,RULE,B
SLNH,HEALTH_SVC,ML_NAME_IMPUTED,C3
SOTK,SEMI,ML_NAME_IMPUTED,C3
SRZN,CONSUMER,ML_NAME_IMPUTED,C3
TER,SEMI,EXPLICIT,A
STI,IT_HW,RULE,B
TGTX,BIO,RULE,B
THFF,FINANCE,RULE,B
STX,IT_HW,EXPLICIT,A
TAYD,IT_HW,RULE,B
SVCO,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SURG,HEALTH_SVC,ML_NAME_IMPUTED,C3
SSNC,IT_HW,RULE,B
TGL,FINANCE,ML_NAME_IMPUTED,C3
THEO,FINANCE,RULE,B
TIGO,CONSUMER,ML_NAME_IMPUTED,C3
SWVL,CHEM_STEEL,ML_NAME_IMPUTED,C3
SVC,FINANCE,RULE,B
STRT,SHIP_DEF,ML_NAME_IMPUTED,C3
TBLA,SOFTWARE,ML_NAME_IMPUTED,C3
STBA,FINANCE,RULE,B
STRR,CONSUMER,ML_NAME_IMPUTED,C3
STRZ,TELCO_MEDIA,RULE,B
THH,IT_HW,ML_NAME_IMPUTED,C3
TCMD,IT_HW,RULE,B
STAA,HEALTH_SVC,RULE,B
TFSL,FINANCE,RULE,B
STAK,SOFTWARE,ML_NAME_IMPUTED,C2
TEAD,CONSUMER,RULE,B
TH,HEALTH_SVC,RULE,B
TIL,BIO,RULE,B
STRA,CONSUMER,RULE,B
STRO,BIO,RULE,B
TEAM,SOFTWARE,EXPLICIT,A
STRL,CONSTRUCT,RULE,B
TECX,BIO,RULE,B
TCPC,FINANCE,RULE,B
TGHL,SOFTWARE,ML_NAME_IMPUTED,C3
SVIA,SEMI,ML_NAME_IMPUTED,C3
SYM,SOFTWARE,ML_NAME_IMPUTED,C2
SWIM,TELCO_MEDIA,ML_NAME_IMPUTED,C3
TECH,BIO,RULE,B
SSRM,CHEM_STEEL,RULE,B
SYNA,AUTO,ML_NAME_IMPUTED,C3
STTK,CONSUMER,ML_NAME_IMPUTED,C3
TANH,SOFTWARE,ML_NAME_IMPUTED,C3
TBPH,BIO,RULE,B
TDTH,SOFTWARE,RULE,B
STFS,CONSUMER,RULE,B
SYPR,IT_HW,RULE,B
TCBI,FINANCE,RULE,B
TCRX,BIO,RULE,B
TCRT,BIO,RULE,B
TCBK,FINANCE,RULE,B
STEP,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SWKS,SEMI,EXPLICIT,A
SUGP,TELCO_MEDIA,ML_NAME_IMPUTED,C3
STEX,CHEM_STEEL,ML_NAME_IMPUTED,C3
SSTI,SOFTWARE,ML_NAME_IMPUTED,C3
STHO,CONSUMER,ML_NAME_IMPUTED,C3
TBBK,FINANCE,RULE,B
SYBT,FINANCE,RULE,B
SUIG,CONSUMER,ML_NAME_IMPUTED,C3
TCBS,FINANCE,RULE,B
TAOP,IT_HW,ML_NAME_IMPUTED,C3
TDUP,SOFTWARE,ML_NAME_IMPUTED,C2
SWMR,SOFTWARE,ML_NAME_IMPUTED,C3
TAOX,SEMI,ML_NAME_IMPUTED,C3
STGW,SOFTWARE,ML_NAME_IMPUTED,C2
SUJA,BIO,ML_NAME_IMPUTED,C3
SYRE,BIO,RULE,B
TARS,BIO,RULE,B
SUMA,FINANCE,RULE,B
SSYS,SEMI,ML_NAME_IMPUTED,C3
STKE,CHEM_STEEL,ML_NAME_IMPUTED,C3
STIM,CONSUMER,ML_NAME_IMPUTED,C3
TBCH,CONSUMER,ML_NAME_IMPUTED,C3
TARA,BIO,RULE,B
SUNS,FINANCE,RULE,B
TELA,BIO,RULE,B
STLN,BIO,RULE,B
SXTP,BIO,RULE,B
TCGX,FINANCE,RULE,B
THRM,AUTO,EXPLICIT,A
TATT,IT_HW,RULE,B
SWBI,CONSUMER,RULE,B
TELO,BIO,RULE,B
THRY,SOFTWARE,ML_NAME_IMPUTED,C3
TASK,SOFTWARE,ML_NAME_IMPUTED,C3
SWAG,CONSUMER,ML_NAME_IMPUTED,C2
TDIC,SOFTWARE,ML_NAME_IMPUTED,C3
STKS,HEALTH_SVC,RULE,B
SWRD,CONSUMER,ML_NAME_IMPUTED,C3
SXTC,BIO,RULE,B
TACT,IT_HW,RULE,B
SUNE,ENERGY,RULE,B
STLD,CHEM_STEEL,EXPLICIT,A
TENB,SOFTWARE,ML_NAME_IMPUTED,C3
SUPN,BIO,RULE,B
TCX,SEMI,ML_NAME_IMPUTED,C3
SUPX,SOFTWARE,RULE,B
STOK,BIO,RULE,B
TENX,BIO,RULE,B
SSM,TELCO_MEDIA,ML_NAME_IMPUTED,C3
SSP,TELCO_MEDIA,ML_NAME_IMPUTED,C2
SVRA,CONSUMER,ML_NAME_IMPUTED,C3
SVRN,SOFTWARE,ML_NAME_IMPUTED,C3
TEM,HEALTH_SVC,EXPLICIT,A
STNE,SOFTWARE,ML_NAME_IMPUTED,C3
THCH,TELCO_MEDIA,ML_NAME_IMPUTED,C3
TRIP,SEMI,ML_NAME_IMPUTED,C3
TWST,BIO,RULE,B
TLNC,FINANCE,RULE,B
TYGO,ENERGY,RULE,B
TSLA,AUTO,EXPLICIT,A
TVRD,BIO,RULE,B
TWG,HEALTH_SVC,ML_NAME_IMPUTED,C3
TTMI,IT_HW,RULE,B
TXG,BIO,RULE,B
TXN,SEMI,EXPLICIT,A
TLPH,SOFTWARE,ML_NAME_IMPUTED,C3
TKNO,IT_HW,ML_NAME_IMPUTED,C3
TW,SOFTWARE,ML_NAME_IMPUTED,C2
TILE,SOFTWARE,ML_NAME_IMPUTED,C3
TTAN,SOFTWARE,ML_NAME_IMPUTED,C1
TMCR,CHEM_STEEL,RULE,B
TLRY,CONSUMER,RULE,B
TVTX,BIO,RULE,B
TWFG,SEMI,ML_NAME_IMPUTED,C3
TNDM,FINANCE,ML_NAME_IMPUTED,C3
TRMD,AUTO,ML_NAME_IMPUTED,C2
TRMB,CONSUMER,ML_NAME_IMPUTED,C3
TOWN,FINANCE,RULE,B
TMCI,HEALTH_SVC,RULE,B
TRMK,SHIP_DEF,ML_NAME_IMPUTED,C3
TLAC,FINANCE,RULE,B
TUSK,ENERGY,RULE,B
TROW,FINANCE,EXPLICIT,A
TZOO,CONSUMER,ML_NAME_IMPUTED,C3
TNGX,BIO,RULE,B
TVGN,BIO,RULE,B
TLF,SEMI,ML_NAME_IMPUTED,C3
TWIN,SEMI,ML_NAME_IMPUTED,C3
TNXP,BIO,RULE,B
TSAT,TELCO_MEDIA,ML_NAME_IMPUTED,C3
TLN,ENERGY,RULE,B
TLS,BATTERY,ML_NAME_IMPUTED,C3
TLSA,BIO,RULE,B
TTRX,BIO,RULE,B
TRNS,SHIP_DEF,ML_NAME_IMPUTED,C3
TRNR,SOFTWARE,RULE,B
TLSI,BIO,RULE,B
TMDX,TELCO_MEDIA,ML_NAME_IMPUTED,C3
TMC,CHEM_STEEL,RULE,B
TMUS,TELCO_MEDIA,EXPLICIT,A
TOYO,SOFTWARE,ML_NAME_IMPUTED,C3
TROO,SOFTWARE,ML_NAME_IMPUTED,C3
TRON,SHIP_DEF,ML_NAME_IMPUTED,C3
TMS,CONSUMER,RULE,B
TTEK,IT_HW,RULE,B
TVIV,FINANCE,ML_NAME_IMPUTED,C1
TSCO,CONSUMER,EXPLICIT,A
TRAX,BIO,RULE,B
TRAW,BIO,RULE,B
UCAR,ENERGY,RULE,B
TIPT,CONSUMER,ML_NAME_IMPUTED,C3
TNYA,BIO,RULE,B
TSBK,FINANCE,RULE,B
TSSI,SEMI,ML_NAME_IMPUTED,C3
TOP,FINANCE,RULE,B
TTEC,SOFTWARE,ML_NAME_IMPUTED,C3
TXMD,BIO,RULE,B
TSEM,SEMI,RULE,B
TPG,FINANCE,ML_NAME_IMPUTED,C3
TTGT,CONSUMER,ML_NAME_IMPUTED,C3
TOMZ,IT_HW,RULE,B
TYRA,BIO,RULE,B
TRDA,BIO,RULE,B
TRBG,SOFTWARE,ML_NAME_IMPUTED,C3
TRSG,IT_HW,RULE,B
TRST,FINANCE,RULE,B
TTWO,TELCO_MEDIA,EXPLICIT,A
UBSI,FINANCE,RULE,B
TITN,SHIP_DEF,RULE,B
TRI,CHEM_STEEL,ML_NAME_IMPUTED,C2
UEIC,IT_HW,RULE,B
TREO,CHEM_STEEL,RULE,B
TRS,CHEM_STEEL,ML_NAME_IMPUTED,C3
TRVI,BIO,RULE,B
TRT,IT_HW,RULE,B
TXRH,SEMI,ML_NAME_IMPUTED,C2
UBCP,FINANCE,RULE,B
TSHA,BIO,RULE,B
TONX,CONSUMER,ML_NAME_IMPUTED,C3
UCTT,CONSUMER,ML_NAME_IMPUTED,C3
TLIH,IT_HW,ML_NAME_IMPUTED,C3
TNMG,TELCO_MEDIA,RULE,B
TRUG,SOFTWARE,ML_NAME_IMPUTED,C2
TREE,CONSUMER,ML_NAME_IMPUTED,C3
TRUP,CONSTRUCT,ML_NAME_IMPUTED,C3
TTD,SOFTWARE,ML_NAME_IMPUTED,C2
TPCS,IT_HW,ML_NAME_IMPUTED,C3
TRGS,FINANCE,ML_NAME_IMPUTED,C1
TORO,CHEM_STEEL,ML_NAME_IMPUTED,C3
TWAV,CONSUMER,ML_NAME_IMPUTED,C3
TULP,CONSUMER,ML_NAME_IMPUTED,C3
TJGC,IT_HW,ML_NAME_IMPUTED,C3
UCFI,CONSUMER,RULE,B
TPST,BIO,RULE,B
TNON,HEALTH_SVC,RULE,B
TVA,FINANCE,ML_NAME_IMPUTED,C1
UAL,CONSTRUCT,EXPLICIT,A
VIAV,IT_HW,RULE,B
VIRC,AUTO,ML_NAME_IMPUTED,C1
UPST,CONSUMER,ML_NAME_IMPUTED,C3
VABK,FINANCE,RULE,B
USGO,CHEM_STEEL,RULE,B
VRCA,BIO,RULE,B
UPBD,CONSUMER,ML_NAME_IMPUTED,C3
VCEL,CHEM_STEEL,ML_NAME_IMPUTED,C3
VRSK,SOFTWARE,RULE,B
VITL,SOFTWARE,ML_NAME_IMPUTED,C3
VREX,CHEM_STEEL,ML_NAME_IMPUTED,C3
UONEK,SOFTWARE,ML_NAME_IMPUTED,C2
VICR,CHEM_STEEL,ML_NAME_IMPUTED,C3
UTMD,HEALTH_SVC,RULE,B
UZX,SOFTWARE,ML_NAME_IMPUTED,C3
VELO,SEMI,ML_NAME_IMPUTED,C3
VLY,FINANCE,RULE,B
URGN,BIO,RULE,B
USIO,SOFTWARE,ML_NAME_IMPUTED,C3
VISN,IT_HW,RULE,B
VRTX,BIO,EXPLICIT,A
VMD,HEALTH_SVC,RULE,B
UFPI,SHIP_DEF,RULE,B
UFPT,IT_HW,RULE,B
VLGEA,SOFTWARE,ML_NAME_IMPUTED,C3
VIVK,SEMI,ML_NAME_IMPUTED,C3
VIVO,AUTO,ML_NAME_IMPUTED,C3
UPWK,SEMI,ML_NAME_IMPUTED,C3
VGAS,FINANCE,ML_NAME_IMPUTED,C3
VRXA,BIO,RULE,B
ULH,CONSTRUCT,RULE,B
UG,CONSTRUCT,ML_NAME_IMPUTED,C2
UK,TELCO_MEDIA,ML_NAME_IMPUTED,C3
VHUB,CONSTRUCT,ML_NAME_IMPUTED,C3
VIVS,SEMI,ML_NAME_IMPUTED,C3
UVSP,FINANCE,RULE,B
VCYT,SOFTWARE,ML_NAME_IMPUTED,C3
VCIG,CONSTRUCT,ML_NAME_IMPUTED,C3
VC,AUTO,EXPLICIT,A
USLM,CONSTRUCT,EXPLICIT,A
VOR,BIO,RULE,B
VNOM,ENERGY,RULE,B
UNB,FINANCE,RULE,B
UFCS,CONSTRUCT,ML_NAME_IMPUTED,C2
UNCY,BIO,RULE,B
UPXI,CONSUMER,ML_NAME_IMPUTED,C3
UNTY,FINANCE,RULE,B
VBIO,BIO,RULE,B
UMBF,FINANCE,RULE,B
VAI,ENERGY,RULE,B
VMAR,CONSTRUCT,RULE,B
VRA,CONSUMER,ML_NAME_IMPUTED,C3
UPB,BIO,RULE,B
UPC,BIO,RULE,B
VERI,CONSUMER,ML_NAME_IMPUTED,C3
ULCC,TELCO_MEDIA,ML_NAME_IMPUTED,C3
VRM,SEMI,ML_NAME_IMPUTED,C3
UTSI,SOFTWARE,ML_NAME_IMPUTED,C3
VERU,SEMI,ML_NAME_IMPUTED,C3
VERX,SOFTWARE,ML_NAME_IMPUTED,C2
VNDA,BIO,RULE,B
VLOS,FINANCE,ML_NAME_IMPUTED,C1
VNCE,CONSUMER,ML_NAME_IMPUTED,C3
VERA,BIO,RULE,B
ULBI,BATTERY,ML_NAME_IMPUTED,C3
VBNK,CHEM_STEEL,ML_NAME_IMPUTED,C3
VOGX,CONSUMER,ML_NAME_IMPUTED,C3
USCB,FINANCE,RULE,B
VOXR,CHEM_STEEL,RULE,B
VALU,CONSTRUCT,ML_NAME_IMPUTED,C3
UROY,ENERGY,RULE,B
ULTA,CONSUMER,EXPLICIT,A
VECO,SEMI,ML_NAME_IMPUTED,C3
UPLD,SOFTWARE,RULE,B
USAU,CHEM_STEEL,RULE,B
VRME,SOFTWARE,ML_NAME_IMPUTED,C3
VLYPO,FINANCE,RULE,B
URBN,CONSUMER,ML_NAME_IMPUTED,C3
VANI,HEALTH_SVC,RULE,B
VMET,CHEM_STEEL,ML_NAME_IMPUTED,C3
VFF,SHIP_DEF,ML_NAME_IMPUTED,C3
USEA,CONSTRUCT,ML_NAME_IMPUTED,C1
VINP,HEALTH_SVC,ML_NAME_IMPUTED,C3
VFS,AUTO,ML_NAME_IMPUTED,C2
UNIT,TELCO_MEDIA,ML_NAME_IMPUTED,C3
VEEA,SEMI,ML_NAME_IMPUTED,C3
VEEE,ENERGY,ML_NAME_IMPUTED,C3
VRNS,IT_HW,RULE,B
USDE,SOFTWARE,ML_NAME_IMPUTED,C2
VCTR,FINANCE,RULE,B
UTHR,BIO,EXPLICIT,A
VHC,CONSUMER,ML_NAME_IMPUTED,C3
VKTX,BIO,RULE,B
UFG,SOFTWARE,ML_NAME_IMPUTED,C3
VRAX,CONSTRUCT,ML_NAME_IMPUTED,C3
VRRM,AUTO,RULE,B
UONE,SOFTWARE,ML_NAME_IMPUTED,C2
VIP,ENERGY,RULE,B
VIR,BIO,RULE,B
USAR,CHEM_STEEL,RULE,B
VRDN,BIO,RULE,B
VRSN,SOFTWARE,ML_NAME_IMPUTED,C3
VUZI,BATTERY,ML_NAME_IMPUTED,C3
WSBF,FINANCE,RULE,B
WYNN,CONSUMER,RULE,B
WLDS,IT_HW,RULE,B
VTGN,BIO,RULE,B
WKSP,SEMI,ML_NAME_IMPUTED,C3
XMTR,SOFTWARE,ML_NAME_IMPUTED,C2
WING,SEMI,ML_NAME_IMPUTED,C3
WINA,BATTERY,ML_NAME_IMPUTED,C3
XNDU,IT_HW,RULE,B
WMG,TELCO_MEDIA,RULE,B
VSEC,CHEM_STEEL,ML_NAME_IMPUTED,C3
WSBC,SEMI,ML_NAME_IMPUTED,C3
WLDN,TELCO_MEDIA,ML_NAME_IMPUTED,C3
XOS,SEMI,ML_NAME_IMPUTED,C3
WHLR,FINANCE,RULE,B
WMT,CONSUMER,EXPLICIT,A
WEYS,TELCO_MEDIA,ML_NAME_IMPUTED,C3
XHLD,HEALTH_SVC,ML_NAME_IMPUTED,C3
VTIX,SOFTWARE,ML_NAME_IMPUTED,C2
WNW,IT_HW,RULE,B
WDFC,SHIP_DEF,ML_NAME_IMPUTED,C3
WRAP,IT_HW,RULE,B
WOK,HEALTH_SVC,RULE,B
WTFC,FINANCE,RULE,B
WLFC,FINANCE,RULE,B
WSFS,FINANCE,RULE,B
WBUY,SOFTWARE,ML_NAME_IMPUTED,C3
WOOF,HEALTH_SVC,RULE,B
VVOS,BIO,RULE,B
XRAY,HEALTH_SVC,EXPLICIT,A
VWAV,AUTO,ML_NAME_IMPUTED,C3
WABC,FINANCE,RULE,B
XBP,CONSUMER,ML_NAME_IMPUTED,C3
WBTN,TELCO_MEDIA,RULE,B
WASH,FINANCE,RULE,B
VS,IT_HW,RULE,B
VYGR,BIO,RULE,B
WSHP,SOFTWARE,ML_NAME_IMPUTED,C3
WAY,CONSUMER,ML_NAME_IMPUTED,C3
WBD,TELCO_MEDIA,EXPLICIT,A
WATR,CONSTRUCT,ML_NAME_IMPUTED,C3
WW,CONSUMER,ML_NAME_IMPUTED,C3
XCUR,CONSUMER,ML_NAME_IMPUTED,C3
WATT,ENERGY,ML_NAME_IMPUTED,C2
WSC,TELCO_MEDIA,ML_NAME_IMPUTED,C2
XE,ENERGY,RULE,B
WULF,SEMI,ML_NAME_IMPUTED,C3
WPRT,IT_HW,RULE,B
WKHS,TELCO_MEDIA,ML_NAME_IMPUTED,C3
XP,SOFTWARE,ML_NAME_IMPUTED,C2
XEL,ENERGY,EXPLICIT,A
XPON,ENERGY,RULE,B
WTF,FINANCE,RULE,B
WCT,TELCO_MEDIA,ML_NAME_IMPUTED,C3
XELB,CONSUMER,RULE,B
WYFI,SOFTWARE,ML_NAME_IMPUTED,C3
WDC,IT_HW,EXPLICIT,A
WTW,ENERGY,ML_NAME_IMPUTED,C3
WAFD,SEMI,ML_NAME_IMPUTED,C3
WAFU,CONSUMER,RULE,B
VSME,TELCO_MEDIA,RULE,B
XGN,CONSUMER,ML_NAME_IMPUTED,C3
WEN,CONSUMER,ML_NAME_IMPUTED,C2
WVE,BIO,RULE,B
WHWK,BIO,RULE,B
XENE,BIO,RULE,B
VTRS,CONSUMER,ML_NAME_IMPUTED,C3
WFCF,CONSUMER,RULE,B
WWD,SEMI,ML_NAME_IMPUTED,C3
WFRD,AUTO,ML_NAME_IMPUTED,C3
VSNT,TELCO_MEDIA,RULE,B
XFOR,BIO,RULE,B
WGS,CONSUMER,ML_NAME_IMPUTED,C3
WEST,CONSUMER,RULE,B
WXM,TELCO_MEDIA,ML_NAME_IMPUTED,C3
WHF,FINANCE,RULE,B
VSAT,CONSUMER,ML_NAME_IMPUTED,C3
WNEB,FINANCE,RULE,B
WERN,CONSTRUCT,EXPLICIT,A
XPEL,CONSTRUCT,ML_NAME_IMPUTED,C3
XBIO,BIO,RULE,B
